Id,Date,RoomType,RoomTypeCode,RoomPrice,NumberOfBookings,NumberOfOccupents,DailyRevenue,RoomCategory,RoomCategoryCode,EventName,EventType,EventTypeCode,Demography,DemographyCode,EventShowtime,ShowTimeCode,EventLocation,EventLocationcode,HotelName,HotelLocation,Facilities
217,13/02/2022,Superior Twin Room,1,16200,29,2,469800,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
218,13/02/2022,Premium Double Room,3,20700,23,4,476100,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
219,13/02/2022,Executive Room,4,32900,17,5,559300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
220,13/02/2022,Cilantro Suite,5,49200,7,6,344400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
221,14/02/2022,Superior King Room,2,15900,37,1,588300,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
222,14/02/2022,Superior Twin Room,1,15300,28,2,428400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
223,14/02/2022,Premium Double Room,3,20400,21,4,428400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
224,14/02/2022,Executive Room,4,32900,18,5,592200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
225,14/02/2022,Cilantro Suite,5,46200,6,6,277200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
226,15/02/2022,Superior King Room,2,16000,27,1,432000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
227,15/02/2022,Superior Twin Room,1,14900,32,2,476800,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
228,15/02/2022,Premium Double Room,3,20600,22,4,453200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
229,15/02/2022,Executive Room,4,32100,17,5,545700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
230,15/02/2022,Cilantro Suite,5,48100,4,6,192400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
231,16/02/2022,Superior King Room,2,16000,27,1,432000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
232,16/02/2022,Superior Twin Room,1,15500,35,2,542500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
233,16/02/2022,Premium Double Room,3,20400,21,4,428400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
234,16/02/2022,Executive Room,4,33700,16,5,539200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
235,16/02/2022,Cilantro Suite,5,48000,5,6,240000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
236,17/02/2022,Superior King Room,2,16300,32,1,521600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
237,17/02/2022,Superior Twin Room,1,15000,34,2,510000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
238,17/02/2022,Premium Double Room,3,20700,21,4,434700,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
239,17/02/2022,Executive Room,4,33500,16,5,536000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
240,17/02/2022,Cilantro Suite,5,45000,6,6,270000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
241,18/02/2022,Superior King Room,2,15700,28,1,439600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
242,18/02/2022,Superior Twin Room,1,15400,36,2,554400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
243,18/02/2022,Premium Double Room,3,20800,21,4,436800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
244,18/02/2022,Executive Room,4,32000,18,5,576000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
245,18/02/2022,Cilantro Suite,5,46000,3,6,138000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
246,19/02/2022,Superior King Room,2,15100,28,1,422800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
247,19/02/2022,Superior Twin Room,1,16700,36,2,601200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
248,19/02/2022,Premium Double Room,3,20500,21,4,430500,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
249,19/02/2022,Executive Room,4,33400,17,5,567800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
250,19/02/2022,Cilantro Suite,5,47400,8,6,379200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
251,20/02/2022,Superior King Room,2,14800,27,1,399600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
252,20/02/2022,Superior Twin Room,1,15800,30,2,474000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
253,20/02/2022,Premium Double Room,3,20700,17,4,351900,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
254,20/02/2022,Executive Room,4,33700,17,5,572900,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
255,20/02/2022,Cilantro Suite,5,49100,8,6,392800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
256,21/02/2022,Superior King Room,2,15400,27,1,415800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
257,21/02/2022,Superior Twin Room,1,15400,34,2,523600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
258,21/02/2022,Premium Double Room,3,20700,21,4,434700,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
259,21/02/2022,Executive Room,4,34000,18,5,612000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
260,21/02/2022,Cilantro Suite,5,49100,7,6,343700,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
261,22/02/2022,Superior King Room,2,15600,29,1,452400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
262,22/02/2022,Superior Twin Room,1,15200,33,2,501600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
263,22/02/2022,Premium Double Room,3,20200,21,4,424200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
264,22/02/2022,Executive Room,4,33200,14,5,464800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
265,22/02/2022,Cilantro Suite,5,48600,4,6,194400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
266,23/02/2022,Superior King Room,2,15000,35,1,525000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
267,23/02/2022,Superior Twin Room,1,14600,34,2,496400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
268,23/02/2022,Premium Double Room,3,20400,20,4,408000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
269,23/02/2022,Executive Room,4,31700,18,5,570600,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
270,23/02/2022,Cilantro Suite,5,47900,4,6,191600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
271,24/02/2022,Superior King Room,2,15600,38,1,592800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
272,24/02/2022,Superior Twin Room,1,16600,35,2,581000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
273,24/02/2022,Premium Double Room,3,20800,20,4,416000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
274,24/02/2022,Executive Room,4,32800,13,5,426400,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
275,24/02/2022,Cilantro Suite,5,47300,6,6,283800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
276,25/02/2022,Superior King Room,2,15300,33,1,504900,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
277,25/02/2022,Superior Twin Room,1,16300,30,2,489000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
278,25/02/2022,Premium Double Room,3,20600,20,4,412000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
279,25/02/2022,Executive Room,4,31600,17,5,537200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
280,25/02/2022,Cilantro Suite,5,46900,8,6,375200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
281,26/02/2022,Superior King Room,2,14700,38,1,558600,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
282,26/02/2022,Superior Twin Room,1,15300,34,2,520200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
283,26/02/2022,Premium Double Room,3,20400,19,4,387600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
284,26/02/2022,Executive Room,4,33900,17,5,576300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
285,26/02/2022,Cilantro Suite,5,48100,4,6,192400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
286,27/02/2022,Superior King Room,2,15200,27,1,410400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
287,27/02/2022,Superior Twin Room,1,16300,37,2,603100,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
288,27/02/2022,Premium Double Room,3,21000,18,4,378000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
289,27/02/2022,Executive Room,4,32800,19,5,623200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
290,27/02/2022,Cilantro Suite,5,45000,4,6,180000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
291,28/02/2022,Superior King Room,2,14700,27,1,396900,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
292,28/02/2022,Superior Twin Room,1,16200,34,2,550800,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
293,28/02/2022,Premium Double Room,3,20500,20,4,410000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
294,28/02/2022,Executive Room,4,34300,13,5,445900,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
295,28/02/2022,Cilantro Suite,5,45900,4,6,183600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
296,01/03/2022,Superior King Room,2,26800,20,1,536000,Single,1,Economic Crisis,Country Situation,1,All,1,All Day,1,Domestic ,1,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
297,01/03/2022,Superior Twin Room,1,27500,27,2,742500,Double,2,Economic Crisis,Country Situation,1,All,1,All Day,1,Domestic ,1,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
298,01/03/2022,Premium Double Room,3,33400,23,4,768200,Family,3,Economic Crisis,Country Situation,1,All,1,All Day,1,Domestic ,1,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
299,01/03/2022,Executive Room,4,44500,12,5,534000,Business,5,Economic Crisis,Country Situation,1,All,1,All Day,1,Domestic ,1,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
300,01/03/2022,Cilantro Suite,5,60100,4,6,240400,Luxury,4,Economic Crisis,Country Situation,1,All,1,All Day,1,Domestic ,1,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
301,02/03/2022,Superior King Room,2,27100,21,1,569100,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
302,02/03/2022,Superior Twin Room,1,27600,24,2,662400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
303,02/03/2022,Premium Double Room,3,34100,15,4,511500,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
304,02/03/2022,Executive Room,4,45300,13,5,588900,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
305,02/03/2022,Cilantro Suite,5,58900,4,6,235600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
306,03/03/2022,Superior King Room,2,26800,24,1,643200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
307,03/03/2022,Superior Twin Room,1,26800,22,2,589600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
308,03/03/2022,Premium Double Room,3,34200,20,4,684000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
309,03/03/2022,Executive Room,4,44400,15,5,666000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
310,03/03/2022,Cilantro Suite,5,60300,5,6,301500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
311,04/03/2022,Superior King Room,2,26400,21,1,554400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
312,04/03/2022,Superior Twin Room,1,26600,20,2,532000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
313,04/03/2022,Premium Double Room,3,33400,20,4,668000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
314,04/03/2022,Executive Room,4,45200,12,5,542400,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
315,04/03/2022,Cilantro Suite,5,59000,11,6,649000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
316,05/03/2022,Superior King Room,2,26300,20,1,526000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
317,05/03/2022,Superior Twin Room,1,27400,20,2,548000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
318,05/03/2022,Premium Double Room,3,33900,18,4,610200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
319,05/03/2022,Executive Room,4,44000,15,5,660000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
320,05/03/2022,Cilantro Suite,5,59500,8,6,476000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
321,06/03/2022,Superior King Room,2,26500,25,1,662500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
322,06/03/2022,Superior Twin Room,1,27900,22,2,613800,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
323,06/03/2022,Premium Double Room,3,33400,14,4,467600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
324,06/03/2022,Executive Room,4,44600,10,5,446000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
325,06/03/2022,Cilantro Suite,5,59100,9,6,531900,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
326,07/03/2022,Superior King Room,2,27300,24,1,655200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
327,07/03/2022,Superior Twin Room,1,26500,25,2,662500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
328,07/03/2022,Premium Double Room,3,33900,20,4,678000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
329,07/03/2022,Executive Room,4,44700,9,5,402300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
330,07/03/2022,Cilantro Suite,5,59200,7,6,414400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
331,08/03/2022,Superior King Room,2,27100,21,1,569100,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
